OAS1G	2.93824671397465
OAS1A	2.71150345167344
1700007K13RIK	2.22859961081976
CCL5	2.11355636452803
TAP1	2.0446535809792
SPP1	2.02372452721795
TRP53INP1	1.88979126951977
XAF1	1.80902444537144
CPZ	1.73366005560426
DGLUCY	1.73020580497567
BTG2	1.67234693884253
INKA2	1.66374183324223
CAMSAP3	1.65875356387145
IFIT3B	1.61026961506189
SERPINB9B	1.60488605017854
DYSF	1.60213080562814
NGFR	1.60088533696368
SCN1B	1.59158325502505
IL12RB1	1.56518594599465
IFIT1	1.52305494889118
SLC18A1	1.48863293421304
CDKN1A	1.47507951058599
GM20257	1.47081719827584
GBP7	1.45140616756821
DDX58	1.43483538080941
HIST1H2BC	1.42928317123807
GM3650	1.41815210620202
FSCN1	1.40442283491969
MMP15	1.40368800813164
LSP1	1.39417792693938
DDIT4L	1.37241775121406
HMCN2	1.35194835501325
PLK2	1.26962894597159
ISG15	1.26753656374379
METTL27	1.26538047754149
ITGB8	1.25394949404693
CD38	1.21156601471528
CELSR3	1.20862855159354
DCXR	1.19337164902683
VDR	1.18170215879246
RAB11FIP5	1.17081738112029
CACNA1A	1.15694549850555
ATF3	1.15690379706809
CLCF1	1.12363205192336
GPR137C	1.1222021988279
SHANK1	1.09281387029827
F11R	1.08995731375751
MXD4	1.08327269020371
IRGM2	1.06522337180002
SERPINE1	1.05577496393868
IL33	1.0551688519159
UCKL1OS	1.0445384802698
AK1	1.0432760173467
LIF	1.03129893940653
PTK2B	1.00952792302607
PARP14	1.0047445926231
IFIT3	0.999111102501634
MOGAT1	0.983606021193116
TMEM40	0.980098126802788
FBLIM1	0.956241592749614
GPR153	0.952891359020511
PTK7	0.952115193546953
MAB21L3	0.943948659075363
HTRA3	0.941751687171128
CCNG1	0.933955852687854
ETV4	0.933705698856954
ETV5	0.929308908973817
CABP7	0.921275159798888
PQLC3	0.919905124242205
SGMS2	0.912499827481091
UBA7	0.905350391755573
IL4RA	0.903333503323298
COQ8A	0.895847428843088
RTP4	0.893610378471614
TMEM116	0.89316479373666
PADI3	0.89229906653079
RAB15	0.889595606214406
CXCL10	0.888552687048285
VWF	0.882702100057502
EPHA2	0.876692803817613
TRP53INP2	0.876443896725829
ARID5A	0.874890610744601
ACHE	0.874434989469368
NIPAL4	0.861387449827414
IFITM3	0.859405437887582
KCNK2	0.85237900370771
PCDH12	0.845875953529307
HSD3B7	0.841748835351781
GCH1	0.839026930955897
CTSH	0.835194972030875
GPR158	0.834518960206571
TMOD1	0.831383084537886
NDRG4	0.826108662370524
CREB5	0.820962503474339
BBC3	0.81202271348396
DUOX1	0.811422625292933
MGARP	0.808672604154024
ISOC2B	0.808360339647127
L1CAM	0.805578915394336
COL10A1	0.804727058927703
2010001A14RIK	0.80440647846486
GPR162	0.804137640996231
FAM71F1	0.801225802685361
POLD4	0.800799031946406
HIST1H1C	0.798874163868949
THNSL2	0.788073974655385
NPPB	0.782451733752275
TCN2	0.78192113686721
BAIAP2L2	0.778753311746678
LTBP4	0.775702375432722
EXD1	0.773070534055897
PLAT	0.769252722345969
PAPLN	0.766552008616237
TRIM7	0.762302103173915
CAMK2B	0.761225727358386
GBP2	0.757629152084525
WFIKKN2	0.756290412099381
HOXA11OS	0.752216628113434
SESN2	0.749606408312494
COL9A3	0.744547239329528
DDIT4	0.736978337544071
GRIK4	0.736623199297243
TINAGL1	0.736411730298403
HOXB9	0.736008937775813
DUSP10	0.721782189083643
GBP3	0.720802316106019
SLC2A8	0.719786464812887
NUPR1	0.717164680553455
DUSP8	0.715953366414597
TEC	0.714646976376227
SYNM	0.712129423412521
PTP4A3	0.709112631875144
CP	0.703195056947044
PHLDA3	0.702871378350581
UNC13A	0.698270491322666
LTBP1	0.69744792430949
TCTA	0.69661973874423
MYH14	0.696481474934913
ACSBG1	0.696206721112761
GANC	0.695664746807347
P2RX5	0.695317834659216
FAM129A	0.695122209082617
ZFP781	0.694957853892784
LGALS3	0.692842350151038
CCDC159	0.691257817019325
RGS14	0.687081964496706
CNN2	0.684695408919819
DEF6	0.683951718189619
CAR8	0.683493049593966
C130083M11RIK	0.677516213187495
2700046G09RIK	0.677493860275228
PSTPIP1	0.677278461907661
GSTM6	0.67408041740676
FAM214A	0.673706344822088
MCAM	0.672652608636495
COL9A2	0.671223828582448
ID1	0.664850410475205
ATP6	0.659923666474128
4833438C02RIK	0.659859949068487
MAGIX	0.655171576724272
CUX2	0.654226154601345
GM32591	0.654126142983026
IFIH1	0.640135407751523
SPRY4	0.638876181486909
SPRED3	0.638425051067154
TUBB2B	0.637316568081662
PALLD	0.633305648142808
NR5A1	0.633297670787778
GM41611	0.631853804616447
GADD45A	0.622523092207684
BCAN	0.621649761406389
SLC46A3	0.621086968466179
CSF2RA	0.619376536607985
ADAMTSL5	0.617176476769275
SLC25A35	0.616326205591419
EPHX1	0.610977496684212
GDF1	0.610788267428617
TMEM255A	0.609653771457833
CYP4V3	0.609306316266085
JUN	0.607900798342723
SERPINB9	0.606785889599952
ALPK1	0.60575462005887
PLA2R1	0.604243420793921
PDCD4	0.597211822035048
B4GAT1	0.5958511055677
TBC1D8	0.593259165930464
RGS12	0.589663025991959
YPEL5	0.589542579601428
FAM214B	0.589354015874133
FCGRT	0.589034840118477
SHPK	0.588808032545277
SLC41A2	0.587503727613742
JUP	0.587239333237696
TXNIP	0.587233024449334
PTGDS	0.586759390278476
FILIP1L	0.586663718344964
EME2	0.586579571130573
TJP3	0.586425668977887
RRAS	0.581987073168622
SLC22A18	0.58130999865462
ACAD10	0.580859129549417
TGFB1	0.579729027408687
CPT1C	0.579341594147417
GM5424	0.576269723987295
NAT9	0.570351059839801
TBC1D9	0.569859538081329
GM10825	0.568531589697411
TMEM179	0.56846296627525
RSAD2	0.564869661921783
IFI27	0.563595732785171
2310009A05RIK	0.561624414406276
NUDT18	0.560231733894679
TIMM10B	0.560001440036231
